id	word	definition_cn	ecdict_translation	ecdict_phonetic
CET6_CORE_3536	dubious	adj. 怀疑的， 犹豫不决的， 无把握的； 有问题的； 靠不住的	a. 可疑的, 不确定的	'dju:biәs
CET6_CORE_250	dweller	n. 居住者	n. 居民	'dwelә
CET6_CORE_251	dysfunction	n. 失灵	n. 机能不良, 机能障碍 / [医] 机能障碍, 机能不良	dis'fʌŋkʃәn
CET6_CORE_3728	eagle	n. 鹰	n. 鹰, 鹰状标饰	'i:gl
CET6_CORE_2906	ear	n. （稻麦等的）穗	n. 耳朵, 倾听, 听觉, 穗 / vi. 抽穗	iә
CET6_CORE_2876	eclipse	n. （日，月）食	n. 日食, 月食, (地位名誉等的)消失 / vt. 引起日食, 引起月食, 使黯然失色	i'klips
CET6_CORE_3203	efficient	adj. 效率高的； 有能力的	a. 有效率的, 能干的	i'fiʃәnt
CET6_CORE_3793	elaborate	adj. 复杂的； 精心制作的； v. 详述， 详细制定	a. 精细的, 详尽的, 精心计划(或制作)的 / vt. 详细地说明, 用心地制作, 发挥 / vi. 变复杂, 作详细说明	i'læbәreit
CET6_CORE_803	elaborately	adv. 复杂地，精心设计地	adv. 苦心经营地, 精巧地	i'læbәreitli
CET6_CORE_1412	elbow	v. 用肘挤，挤进	n. 手肘, 弯头, 扶手 / v. 用手肘推开, 推挤	'elbәu
CET6_CORE_3710	electricity	n. 电	n. 电, 电流, 电学, 热情, 电力供应 / [化] 电学; 电	.ilek'trisiti
CET6_CORE_3890	elicit	v. 诱出， 探出	vt. 引出, 推导出, 引起	i'lisit
CET6_CORE_918	eligible	adj. 适合的；胜任的	a. 有资格当选的, 合格的 / n. 有资格者, 合格者, 适任者	'elidʒәbl
CET6_CORE_257	elite	n. 精英	n. 精华, 精锐, 中坚分子	ei'li:t
CET6_CORE_1839	embarrass	v. 使…陷入困境	vt. 使困窘, 使局促不安, 阻碍	im'bærәs
CET6_CORE_885	embody	v. 体现	vt. 具体表达, 使具体化 / [经] 合并, 具体化, 具体表现	im'bɒdi
CET6_CORE_1040	embrace	v. 采纳，接受	n. 拥抱 / vt. 拥抱, 互相拥抱, 包含, 收买 / vi. 拥抱	im'breis
CET6_CORE_1910	emission	n. 散发；传播；发出物	n. 发射, 射出, 发行 / [医] 发射, 遗精	i'miʃәn
CET6_CORE_2081	enchant	v. 迷住；用魔法迷惑	vt. 施魔法, 使入迷	in'tʃænt
CET6_CORE_263	endless	adj. 无限的，没完没了的	a. 不停的, 无穷尽的, 无尽的 / [机] 无端的, 环状的	'endlis
CET6_CORE_2058	endurance	n. 耐久力，持久力	n. 忍耐, 忍耐力, 耐性 / [机] 持九性	in'djuәrәns
CET6_CORE_3056	enlightenment	n. 启发， 开导； 开明， 文明	n. 启迪, 教化	in'laitmәnt
CET6_CORE_267	enrich	v. 丰富，使富裕	vt. 使富足, 使肥沃	in'ritʃ
CET6_CORE_268	enrollment	n. 入学人数	n. 登记, 注册, 入伍 / [经] 登记, 注册	in'rәulmәnt
CET6_CORE_3051	ensue	v. 接着发生， 接踵而来， 因而产生	vi. 跟着发生, 继起 / vt. 追求	en'su:
CET6_CORE_1333	entertainment	n. 招待，招待会	n. 娱乐, 款待, 娱乐表演	.entә'teinmәnt
CET6_CORE_269	enthusiastic	adj. 热情的	a. 狂热的, 热心的, 热烈的	in.θju:zi'æstik
CET6_CORE_1004	entitle	v. 使具有资格	vt. 给...权利, 取名为, 给予名称, 叫做 / [法] 给...权利, 使有资格, 称呼	in'taitl
CET6_CORE_270	entrepreneurship	n. 企业管理	企业家能力/职能; 企业家[主办人等]的身份[地位、职权、能力]	,ɑntrəprə'nɝʃɪp
CET6_CORE_923	enviable	adj. 值得羡慕的	a. 令人羡慕的, 可羡慕的	'enviәbl
CET6_CORE_2599	equivalent	adj. 等面（体）积的	n. 同等物, 等价物, 相等物 / a. 相等的, 相当的, 同意义的 / [计] 等价的	i'kwivәlәnt
CET6_CORE_1848	establish	v. 使…被接受	vt. 建立, 确立, 制定 / vi. 移植生长	i'stæbliʃ
CET6_CORE_1423	eternal	adj. 永久的；不朽的	a. 永恒的, 永远的, 不灭的	i'tә:nl
CET6_CORE_1698	even	adj. 平稳的，均匀的	a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的 / vt. 使平坦, 使相等 / vi. 变平, 成为相等 / adv. 甚至, 实际上, 完全, 十分 / n. 偶数, 偶校验 / [计] 偶数, 偶校验	'i:vәn
CET6_CORE_1457	evenly	adv. 一致地；平静地	adv. 平衡地, 平坦地, 平等地	'i:vәnli
CET6_CORE_2370	exclamation	n. 呼喊，惊叫；感叹	n. 惊呼, 激烈言词, 惊叹词	.eksklә'meiʃәn
CET6_CORE_2679	exclusive	adj. 除外的	a. 排外的, 独占的, 唯一的 / [计] 独占的	ik'sklu:siv
CET6_CORE_1390	excuse	v. 为…辩解；使免除	vt. 原谅, 申辩, 做为...的托辞 / n. 致歉, 理由, 饶恕, 借口	ik'skju:z
CET6_CORE_285	executive	n. 执行官	n. 执行部门, 执行委员会, 执行者, 经理主管人员 / a. 执行的, 善于执行的, 善于经营的 / [计] 执行程序	ig'zekjutiv
CET6_CORE_3271	exemplary	adj. 可作楷模的， 典范的	a. 可仿效的, 可做模范的, 惩戒性的, 示范的 / [法] 惩罚性的, 警戒性的, 示范的	ig'zemplәri
CET6_CORE_287	exotic	adj. 异域的，外国的	a. 异国的, 外来的 / n. 外来人, 外来物, 舶来品	ig'zɒtik
CET6_CORE_288	expansion	n. 扩大	n. 扩充, 开展, 膨胀 / [计] 扩展	ik'spænʃәn
CET6_CORE_2131	expect	v. 料想，认为	vt. 预期, 盼望, 期待	iks'pekt
CET6_CORE_292	expertise	n. 专业知识	n. 专家意见, 专门技术 / [法] 专门知识, 专家意见	.ekspә:'ti:z
CET6_CORE_2071	explicit	adj. 明晰的；直率的	a. 详述的, 清楚的, 直言的	ik'splisit
CET6_CORE_2200	exploration	n. 考察；勘探；探查	n. 探险, 踏勘, 探测 / [医] 探察	.eksplә'reiʃәn
CET6_CORE_2214	extinct	adj. 绝种的	a. 熄灭的, 灭绝的, 耗尽的 / [法] 消灭了的, 过时的, 无效的	ik'stiŋkt
CET6_CORE_295	extinction	n. 灭绝	n. 消失, 消灭, 废止 / [化] 消光; 熄灭	ik'stiŋkʃәn
CET6_CORE_881	fabric	n. 布料	n. 织物, 布, 结构, 构造, 建筑物 / [经] 组织, 建筑物, 工厂	'fæbrik
CET6_CORE_1301	fabricate	v. 捏造；制作	vt. 制造, 建造, 装配, 伪造	'fæbrikeit
CET6_CORE_1302	fabrication	n. 捏造；制作	n. 制造, 建造, 虚构的谎言 / [医] 虚谈症	.fæbri'keiʃәn
CET6_CORE_2175	fastener	n. 扣件，钮扣，揿钮	n. 结扎工, 使系牢之物 / [化] 紧固零件	'fɑ:sәnә
CET6_CORE_302	fatigue	n. 疲惫	n. 疲乏, 疲劳 / vt. 使疲劳, 使心智衰弱 / vi. 疲劳 / a. 疲劳的	fә'ti:g
CET6_CORE_1113	fault	n. 过失	n. 过错, 故障, 毛病 / vt. 挑剔 / vi. 产生断层, 弄错 / [计] 故障	fɒ:lt
CET6_CORE_303	favor	v. 偏爱	n. 好意, 喜爱 / vt. 赐予, 支持, 喜欢, 证实	'feivә
CET6_CORE_2066	feel	v. 摸起来	vt. 感觉, 觉得, 触摸, 以为 / vi. 有知觉, 摸索, 同情 / n. 感觉, 觉得, 触摸	fi:l
CET6_CORE_2202	fell	v. 砍倒（树等）；砍伐	vt. 击倒 / n. 一季所伐的木材, 折缝 / a. 凶猛的, 可怕的 / fall的过去式	fel
CET6_CORE_2908	fertile	adj. （创造力）丰富的	a. 可繁殖的, 肥沃的, 生产多的 / [医] 能生育的	'fә:tail
CET6_CORE_305	fierce	adj. 激烈的	a. 凶猛的, 猛烈的, 热烈的, 暴躁的	fiәs
CET6_CORE_2613	fill	v. 担任（职务）；填补	vt. 装满, 填充, 弥漫, 供给, 满足, 供应 / vi. 充满, 变得沉重 / n. 满足, 装满, 充分, 填方 / vt. 填充 / vi. 填充 / [计] 填充	fil
CET6_CORE_1729	finance	v. 提供资金	n. 财政, 财务 / vt. 供给...经费, 负担经费 / vi. 筹措资金	fai'næns
CET6_CORE_2242	finely	adv. 精细地；美好地	adv. 雅致地, 仔细地, 敏锐地, 微细地	'fainli
CET6_CORE_1802	fitting	adj. 适当的； n. 配件	a. 适宜的 / n. 试穿, 试衣, 装配, 装置	'fitiŋ
CET6_CORE_2000	flask	n. 瓶	n. 细颈瓶, 烧瓶, 小水瓶 / [化] 瓶; 烧瓶	flæsk
CET6_CORE_308	flat	adj. 平的； n. 公寓	a. 平坦的, 单调的, 无力的, 浅的, 萧条的, 干脆的, 无聊的 / adv. 平直地, 断然地 / n. 扁平物, 平面, 平地, 平原, 平板车 / v. (使)变平	flæt
CET6_CORE_309	flavor	n. 口味	n. 滋味, 调味品 / vt. 加味于	'fleivә
CET6_CORE_311	flee	v. 离开	vt. 逃避, 逃跑, 逃走 / vi. 逃, 消失	fli:
CET6_CORE_2164	flight	n. 溃退，逃跑	n. 飞行, 射程, 逃走, 飞跃, 飞机航程, 班机, 迁徙, 飞逝 / vi. 迁徙 / vt. 射击(飞禽), 为(箭)装上羽毛, 使惊飞	flait
CET6_CORE_2915	fling	v. （用力）扔，抛	n. 投掷, 急冲, 嘲弄 / vt. 投, 丢下, 抛弃, 使陷入, 挥动, 嘲笑, 扫视 / vi. 猛冲	fliŋ
CET6_CORE_3004	flip	adj. 〈口〉无理的， 轻率的， 轻浮的； v. 快速翻动，转动； n. 捻掷，轻抛；轻拍	vt. 掷, 弹, 轻击, 空翻 / vi. 用指轻弹, 抽打, 蹦跳 / n. 抛, 弹, 筋斗 / a. 无礼的 / [计] 翻转	flip
CET6_CORE_2885	flutter	v. （鸟）振翼；飘动	n. 摆动, 鼓翼, 烦扰 / vi. 摆动, 鼓翼, 烦扰 / vt. 拍(翅), 使焦急 / [计] 颤动	'flʌtә
CET6_CORE_2513	fly	v. 飞跑；逃跑，消失	n. 苍蝇, 两翼昆虫, 飞行 / vi. 飞, 飞翔, 飘扬, 逃走 / vt. 飞, 飞越, 使飘扬, 逃出 / a. 敏捷的	flai
CET6_CORE_2650	follow	v. 从事（职业），经营	vt. 跟随, 沿行, 遵循, 追求 / vi. 跟随, 接着 / n. 跟随, 追随	'fɒlәu
CET6_CORE_1976	follower	n. 信徒，追随者	n. 从者, 属下, 追补者 / [电] 随动机	'fɒlәuә
CET6_CORE_314	footnote	n. 注脚	n. 脚注 / [计] 脚注	'futnәut
CET6_CORE_1519	formal	adj. 正规的；庄重的	a. 正式的, 形式的, 礼仪的, 拘于礼节的, 拘谨的 / n. 正式的社交活动	'fɒ:mәl
CET6_CORE_1070	formulate	v. 制定，规划	vt. 用公式表示, 明确叙述, 制订 / [机] 公式化, 公式表示	'fɒ:mjuleit
CET6_CORE_319	foundation	n. 基金会	n. 基础, 根据, 建立 / [化] 地基	faun'deiʃәn
CET6_CORE_2340	framework	n. 体制	n. 结构, 骨架, 参照标准, 准则, 观点 / [医] 构架组织	'freimwә:k
CET6_CORE_320	frankly	adv. 坦率地	adv. 坦白地	'fræŋkli
CET6_CORE_323	frighten	v. 使害怕	vt. 使惊吓 / vi. 惊恐	'fraitn
CET6_CORE_326	fulfill	v. 实现	vt. 实践, 履行, 实行, 完成, 结束, 满足 / [法] 履行, 完成, 达到	ful'fil
CET6_CORE_328	fuss	n. 小题大做	n. 大惊小怪, 小题大作, 忙乱 / vi. 无事自扰, 焦急, 焦燥, 忙乱 / vt. 使激动, 使烦燥	fʌs
CET6_CORE_329	gallery	n. 美术馆	n. 走廊, 最高楼座, 画廊, 收集, 图库 / [计] 图库	'gælәri
CET6_CORE_330	gap	n. 差距	n. 缝隙, 缺口, 间断, 间距, 通用汇编程序 / vt. 打开缺口, 造成缝隙 / vi. 豁开 / [计] 通用汇编程序, 图形应用程序, 间距	gæp
CET6_CORE_1681	gather	v. 推测，推断	n. 集合, 聚集 / vi. 聚集, 集合, 渐增 / vt. 使聚集, 搜集, 积聚	'gæðә
CET6_CORE_335	genetic	adj. 基因的	a. 创始的, 遗传的, 起源的, 遗传学的 / [医] 生殖的, 遗传的	dʒi'netik
CET6_CORE_337	genuine	adj. 真的；由衷的	a. 真正的, 真实的, 诚恳的 / [医] 真性的	'dʒenjuin
CET6_CORE_2285	ginger	n. 姜，生姜	n. 姜, 精力, 姜黄色 / a. 姜黄色的 / vt. 用姜调味, 使活泼, 使有生气	'dʒindʒә
CET6_CORE_3154	given	adj. 规定的，特定的；假设的，已知的；有癖好的，有倾向的； prep. 考虑到	a. 赠予的, 沉溺的, 约定的 / give的过去分词	'givәn
CET6_CORE_3179	gland	n. 腺	n. 腺, 密封套 / [化] 衬片; 密封垫	glænd
CET6_CORE_2984	gloomy	adj. 忧郁的， 沮丧的； 令人沮丧的； 昏暗的， 阴沉的	a. 抑沉的, 忧闷的, 黑暗的, 悲观的	'glu:mi
CET6_CORE_2657	glossary	n. 词汇表；术语汇编	n. 专业词典, 术语集, 词表 / [计] 图文集	'glɒsәri
CET6_CORE_3355	glow	v. 发光； 燃烧； n. 白热光；脸红；激情	n. 赤热, 光辉, 热情, 热烈, 红光 / vi. 发红光, 红光焕发, 发热, 洋溢, 激动	glәu
CET6_CORE_1344	glue	v. 粘牢	n. 胶, 粘性物 / vt. 粘合, 胶合	glu:
CET6_CORE_2184	gnaw	v. 啃，咬断，啮	v. 咬, 啃, 侵蚀, 消耗, 折磨	nɒ:
CET6_CORE_1577	gossip	n. 闲谈；碎嘴子；漫笔	n. 闲聊, 随笔, 流言, 爱讲闲话的人 / vi. 说闲话, 闲聊	'gɒsip
CET6_CORE_1226	gown	n. 长袍	n. 睡衣, 法衣, 大学全体师生 / vt. 使穿睡衣	gaun
CET6_CORE_1970	gracious	adj. 谦和的	a. 亲切的, 慈善的	'greiʃәs
CET6_CORE_1533	gradient	n. 斜坡	n. 倾斜度, 梯度, 坡度, 斜率 / a. 渐升的, 渐降的, 步行的	'greidiәnt
CET6_CORE_343	grand	adj. 壮丽的，极好的	a. 庄重的, 壮观的, 显赫的, 重大的, 最高的, 雄伟的, 宏大的, 豪华的, 傲慢的 / [法] 重大的, 主要的, 伟大的	grænd
CET6_CORE_1790	grant	n. 拨款	n. 授予, 授予物, 允许 / vt. 允许, 承认, 授与 / [计] 授权命令	grænt
CET6_CORE_2724	grassy	adj. 草多的	a. 草绿色的, 象草的, 长满草的	'græsi
CET6_CORE_1023	grave	adj. 严重的	n. 墓穴, 坟墓, 终结, 死亡 / a. 庄重的, 严肃的, 重大的, 低沉的 / vt. 雕刻	greiv
CET6_CORE_2153	grim	adj. 严厉的	a. 冷酷的, 坚强的, 残忍的, 可怕的, 讨厌的	grim
CET6_CORE_2130	grin	v. 咧着嘴笑	n. 露齿笑 / v. 露齿而笑	grin
CET6_CORE_1046	grip	n. 抓住	n. 紧握, 柄, 握力, 握手方式, 手提包, 掌握, 支配, 控制 / vt. 抓紧, 抱住, 吸住, 掌握 / vi. 握牢, 有吸引力	grip
CET6_CORE_2726	groove	n. 槽	n. 凹槽, 惯例, 理想境况 / vt. 开槽于	gru:v
CET6_CORE_2858	gross	adj. （语言、举止）粗俗的	n. 总数, 总量 / a. 总共的, 未打折扣的, 恶劣的, 粗野的 / vt. 总共收入	grәus
CET6_CORE_348	guard	v. 保护	n. 守卫者, 警戒, 护卫队, 防护装置 / vt. 保卫, 看守, 当心 / vi. 防止, 警惕, 警卫, 看守	gɑ:d
CET6_CORE_1323	gust	n. 阵风，一阵狂风	n. 突然一阵, 趣味, 爱好	gʌst
CET6_CORE_2435	gutter	n. 沟，边沟；檐槽	n. 排水沟, 槽, 贫民区 / vt. 开沟于 / vi. 流 / [计] 装订线	'gʌtә
CET6_CORE_1108	hack	v. 黑客攻击	n. 劈, 砍, 砍痕, 出租车, 干咳, 晒架, 鹤嘴锄 / vt. 劈, 砍, 出租, 用旧 / vi. 劈, 砍, 干咳, 驾驶出租车 / a. 出租的	hæk
CET6_CORE_2557	halve	v. 对分；平摊	vt. 二等分, 对半分享, 把...减半	hɑ:v
CET6_CORE_1430	harbour	v. 怀着（不好的想法、恐惧或希望）；包含，藏有；窝藏	n. 港, 避难所 / v. 庇护, 藏匿, (使)入港停泊	'hɑ:bә
CET6_CORE_2894	hard	adj. （酒）烈性的	a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的 / adv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地	hɑ:d
CET6_CORE_1960	hardy	adj. 强壮的，耐劳的	a. 难的, 艰苦的, 坚硬的, 勇敢的 / adv. 努力地, 辛苦地, 坚硬地	'hɑ:di
CET6_CORE_1088	harness	v. 管理，控制	n. 马具, 挽具状带子, 甲胄 / vt. 给...上挽具, 驾驭, 披上甲胄, 利用...以产生动力	'hɑ:nis
CET6_CORE_354	harsh	adj. 严酷的，严峻的	a. 粗糙的, 刺耳的, 严厉的 / [法] 粗糙的, 严厉的, 苛刻的	hɑ:ʃ
CET6_CORE_893	hasten	v. 加速	vt. 催促, 加紧 / vi. 赶快, 急忙	'heisn
CET6_CORE_913	hasty	adj. 匆忙的	a. 匆匆的, 轻率的, 性怠的	'heisti
CET6_CORE_3839	heap	n. 堆， 大量	n. 堆, 许多, 累积 / vt. 堆积, 装满 / [计] 堆	hi:p
CET6_CORE_996	helicopter	n. 直升飞机	n. 直升机 / vt. 由直升机运送 / vi. 乘直升机	'helikɒptә
CET6_CORE_2372	hit	n. 轰动一时的人（或事）	n. 打击, 打, 冲撞, 讽刺 / vt. 打, 打击, 碰撞, 打中, 袭击, 偶然碰上 / vi. 打, 打中, 打击, 碰撞, 偶然碰上 / [计] 击中; 找到; 瞬时打扰	hit
CET6_CORE_2937	hoe	v. 锄地	n. 锄头 / v. 用锄耕地, 锄	hәu
CET6_CORE_1701	homogeneous	adj. 同类的	a. 同种的, 同质的, 齐性的 / [医] 同种的, 纯一的, 同质的, 均匀的	.hәumә'dʒi:niәs
CET6_CORE_1716	hop	v. （人）单足跳	n. 单脚跳, 跳跃, 舞会, 飞行 / vi. 单脚跳, 跳跃 / vt. 跃过, 跳上, 加蛇麻子于, 服麻醉药 / [计] 跳跃式传输	hɒp
CET6_CORE_359	hospitality	n. 友好	n. 款待, 亲切, 殷勤	.hɒspi'tæliti
CET6_CORE_361	hostile	adj. 有敌意的	a. 敌人的, 怀敌意的, 敌对的 / n. 敌对分子	'hɒstail
CET6_CORE_2387	howl	n. 嚎叫；哀号；吠	n. 嗥叫, 吠声, 号叫 / vi. 狂吠, 咆哮, 呼啸 / vt. 对...吼叫, 狂喊着说	haul
CET6_CORE_1662	hull	n. 外壳，豆荚；薄膜	n. 壳, 皮, 船体 / vt. 去壳	hʌl
CET6_CORE_363	humanistic	adj. 人文的	a. 人本主义的, 人道主义的 / [法] 人道主义的, 人文主义的, 人本主义的	.hju:mә'nistik
CET6_CORE_364	humorous	adj. 幽默的	a. 富幽默感的, 滑稽的, 诙谐的	'hju:mәrәs
CET6_CORE_3094	hysterical	adj. 情绪异常激动的， 歇斯底里般的	a. 歇斯底里的, 异常兴奋的 / [医] 癔病的, 歇斯底里的	his'terikәl
CET6_CORE_1434	ignite	v. 引燃，着火	vt. 点燃, 使灼热, 使兴奋	ig'nait
CET6_CORE_3264	imaginative	adj. 富有想象力的， 爱想象的	a. 想像的, 虚构的	i'mædʒinәtiv
CET6_CORE_371	immense	adj. 巨大的	a. 极广大的, 无边的, 非常好的	i'mens
CET6_CORE_372	immensely	adv. 非常，极大地	adv. 无限地, 广大地, 庞大地	i'mensli
CET6_CORE_942	immersive	adj. 沉浸的，身临其境的	a. 拟真的	ɪˈmɜ:sɪv
CET6_CORE_2741	immortal	adj. 不朽的；永生的	n. 不朽人物, 神仙 / a. 永远的, 不死的, 长久的	i'mɒ:tәl
CET6_CORE_2443	impartial	adj. 公正的，无偏见的	a. 公平的, 不偏不倚的 / [法] 公正无私的, 不偏袒的, 公平的	im'pɑ:ʃәl
CET6_CORE_1084	imperial	adj. 帝国的	a. 帝王的, 宗主国的, 至尊的, 壮丽的 / n. 特等品	im'piәriәl
CET6_CORE_2471	impress	v. 盖印，在…打记号	n. 印象, 特征, 印记 / vt. 使有印象, 印, 铭刻, 传送, 影响, 强征 / vi. 给人印象	im'pres
CET6_CORE_1037	inaction	n. 不作为	n. 不活动, 无为, 怠惰, 迟钝 / [医] 无作用	in'ækʃәn
CET6_CORE_378	inadequate	adj. 不足的	a. 不充分的, 不适当的 / [法] 不充分的, 不适当的	in'ædikwәt
CET6_CORE_1438	inasmuch	adv. 因为，由于	adv. 因...之故, 在...范围内	.inәz'mʌtʃ
CET6_CORE_958	incalculable	adj. 不可估量的，无法计算的	a. 无法计数的, 无数的, 不可预料的	in'kælkjulәbl
CET6_CORE_379	incentive	n. 刺激	n. 动机 / a. 激励的	in'sentiv
CET6_CORE_1999	incline	n. 坡度	n. 倾斜, 斜坡, 斜面 / vt. 使倾向于, 使倾斜 / vi. 倾向, 倾斜, 爱好, 易于	in'klain
CET6_CORE_1019	incur	v. 引起，导致	vt. 招致, 蒙受, 遭遇 / [经] 招致, 蒙受, 担负	in'kә:
CET6_CORE_1606	indefinite	adj. 无限期的	a. 模糊的, 不确定的, 无限的 / [法] 不确定的, 无限制的	in'definit
CET6_CORE_383	indicate	v. 表明	vt. 显示, 象征, 指示, 指出 / [医] 指示	'indikeit
CET6_CORE_385	indifferent	adj. 冷漠的	a. 漠不关心的, 无重要性的, 中立的 / [医] 中性的, 无作用的, 无亲和力的, 淡漠的	in'difәrәnt
CET6_CORE_386	indiscriminately	adv. 不加选择地，不加区分地	adv. 无差别, 任意地; 不分青红皂白地; 滥; 不分皂白	ˌɪndɪ'skrɪmɪnətlɪ
CET6_CORE_387	indispensable	adj. 必不可少的	n. 不可缺少之物 / a. 不可缺少的, 责无旁贷的, 绝对必要的	.indis'pensәbl
CET6_CORE_1736	individual	adj. 特殊的	n. 人, 个人, 个体 / a. 个别的, 个人的, 独特的	.indi'vidʒuәl
CET6_CORE_1936	induce	v. 劝诱；引起	vt. 引诱, 招致, 归纳出, 感应 / [医] 诱导, 感应	in'dju:s
CET6_CORE_388	indulge	v. 放纵	vt. 纵情于, 使高兴, 放任, 迁就 / vi. 沉溺	in'dʌldʒ
CET6_CORE_389	industrious	adj. 勤奋的	a. 勤勉的, 刻苦的	in'dʌstriәs
CET6_CORE_816	inferior	adj. 比……差	a. 次等的, 较差的, 下方的, 下级的 / n. 部下, 次品, 下标(符号)	in'fiәriә
CET6_CORE_3851	inflict	v. 把…强加给； 使…遭受， 使…承担	vt. 施以, 加害, 使承受 / [法] 处, 加, 予以	in'flikt
CET6_CORE_396	influential	adj. 有影响力的	a. 有影响的, 有势力的	.infu'enʃәl
CET6_CORE_2339	ingenious	adj. 精巧制成的；机灵的	a. 灵敏的, 精巧的, 聪明的	in'dʒi:njәs
CET6_CORE_812	ingenuity	n. 创造力	n. 心灵手巧, 精巧, 精巧设计	.indʒi'nju:iti
CET6_CORE_399	initiative	n. 主动性	n. 主动行动, 首创精神, 主动权 / a. 自发的, 起始的	i'niʃiәtiv
CET6_CORE_402	inspire	v. 鼓励	vt. 使感动, 激发, 启示, 吸入, 鼓舞, 产生, 使生灵感 / vi. 吸入, 赋予灵感	in'spaiә
CET6_CORE_1453	instrumental	adj. 器乐的；有帮助的	a. 仪器的, 器具的, 可作为手段的 / [医] 器械的	.instru'mentәl
CET6_CORE_3939	intact	adj. 完整无缺的； 未经触动的； 未受损伤的	a. 尚未被人碰过的, 原封不动的, 完整的 / [医] 完整的, 无伤的	in'tækt
CET6_CORE_1020	integral	adj. 完整的	n. 整体, 积分, 整数 / a. 固有的, 整体的, 整数的, 积分的 / [计] 积分	'intigrәl
CET6_CORE_1833	integrate	v. 使结合，使并入	vt. 综合, 使完整, 使成整体 / vi. 成一体 / a. 完整的, 完全的	'intigreit
CET6_CORE_3702	intensify	v. 增强， 加剧	vt. 加强 / vi. 强化	in'tensifai
CET6_CORE_2060	intent	adj. 目不转睛的，热切的	n. 意图, 含义, 故意 / a. 专心的, 决心的, 热心的	in'tent
CET6_CORE_410	interact	v. 互动	vi. 互相影响, 交互作用 / n. 幕间剧, 幕间休息	.intәr'ækt
CET6_CORE_411	interaction	n. 互动	n. 交互作用, 交感 / [计] 交互作用	.intәr'ækʃәn
CET6_CORE_1176	interactive	adj. 互相作用的，互相影响的	a. 相互作用的, 相互影响的 / [计] 交互, 人机对话的	,intәr'æktiv
CET6_CORE_1838	interconnect	v. 使互相联系	vt. 使互相连接	.intәkә'nekt
CET6_CORE_1298	intermediate	n. 中间体；调解人	n. 中间物, 调停者, 中级 / a. 中间的, 中级的 / vi. 起媒介作用 / [计] 中级	.intә'mi:diәt
CET6_CORE_414	interracial	adj. 种族间的	a. 人种间的, 人种混合的	.intә'reiʃjәl
CET6_CORE_3021	intersection	n. 道路交叉口， 交点	n. 交集, 十字路口, 交叉点 / [计] 逻辑乘; 与	.intә'sekʃәn
CET6_CORE_416	intervention	n. 干涉	n. 插入, 介入, 调停 / [经] 干预	.intә'venʃәn
CET6_CORE_1168	intolerant	adj. 无法容忍的	a. 不容忍的, 不容异说的, 偏执的, 偏狭的, 不宽容的, 不耐的, 不耐性的	in'tɔlәrәnt
CET6_CORE_1734	introduce	v. 提出（议案等）	vt. 介绍, 引入, 采用, 输入 / [法] 引进, 输入, 介绍	.intrә'dju:s
CET6_CORE_2761	invariably	adv. 不变地，永恒地	adv. 不变化地, 恒定地, 始终如一地	in'vєәriәbli
CET6_CORE_418	invasion	n. 入侵	n. 侵犯, 侵入, 侵害 / [医] 侵袭, 侵入, 发病	in'veiʒәn
CET6_CORE_1014	invasive	adj. 入侵的	a. 侵入的, 侵略性的, 攻击性的	in'veisiv
CET6_CORE_1982	jack	n. 起重器；传动装置	n. 插座, 千斤顶, 男人 / vt. 抬起, 提醒, 扛举, 增加, 提高, 放弃 / a. 雄的 / [计] 插座	dʒæk
CET6_CORE_2926	jingle	v. （使）丁当响	n. 叮当声 / v. (使)作叮当声, (使)押韵	'dʒiŋgl
CET6_CORE_2614	jug	n. 带柄水罐，大壶	n. 水壶, 监牢, 模仿夜莺的叫声 / vt. 放入壶中, 炖, 关押 / vi. 模仿夜莺叫	dʒʌg
CET6_CORE_3262	junk	n. 废旧物品，破烂； v. 丢弃， 废弃	n. 垃圾, 乌七八糟的东西, 舢板 / [计] 清除	dʒʌŋk
CET6_CORE_425	justifiable	adj. 理所应当的	a. 可辩解的, 可证明的, 有理的 / [法] 正当的, 不可非议的, 可办明的	'dʒʌstifaiәbl
CET6_CORE_3360	justification	n. 正当的理由， 借口	n. 辩护, 证明正当, 释罪 / [计] 调整	.dʒʌstifi'keiʃәn
CET6_CORE_426	justified	adj. 正当的	a. 有道理的, 合乎情理的 / [计] 两端对齐的	
CET6_CORE_2901	kernel	n. （果实的）核；谷粒	n. 核心, 中心, 精髓, 内核 / [计] 内核	'kә:nl
CET6_CORE_1875	kidney	n. 肾，腰子	n. 肾, 个性 / [医] 肾	'kidni
CET6_CORE_429	lack	v. 缺少	n. 缺乏, 无, 不足 / vt. 缺乏, 短少, 不足, 需要 / vi. 缺乏	læk
CET6_CORE_3107	lame	adj. 跛的， 瘸的； 站不住脚的， 差劲的； 蹩脚的	a. 跛足的, 僵痛的, 不完全的, 金属薄板, 不知内情的人 / vi. 变跛 / vt. 使成残废, 使无用	leim
CET6_CORE_1147	landmark	adj. 有重大意义或影响的	n. 陆标, 划时代的事, 地界标 / [医] 界标	'lændmɑ:k
