id	word	definition_cn	ecdict_translation	ecdict_phonetic
IELTS_2803	edible	adj. 可以食用的	n. 食品, 食物 / a. 可食用的	'edibl
IELTS_2807	efficient	adj. 能胜任的，效率高的	a. 有效率的, 能干的	i'fiʃәnt
IELTS_3988	elaboration	n. 精心之作； 详尽阐述	n. 苦心经营, 精巧 / [计] 确立	i.læbә'reiʃәn
IELTS_2811	elapse	v. (时间)流逝	vi. 逝去, 过去 / n. 逝去, 过去	i'læps
IELTS_2814	elated	adj. 欢欣鼓舞的	a. 兴高采烈的	i'leitid
IELTS_2815	elbow	n. 肘；衣服肘部； v. 用肘推、挤	n. 手肘, 弯头, 扶手 / v. 用手肘推开, 推挤	'elbәu
IELTS_2816	elderly	adj. 年纪相当大的	a. 过了中年的, 稍老的	'eldәli
IELTS_2821	elegant	adj. 优美的，雅致的	a. 优雅的, 端庄的, 高雅的	'eligәnt
IELTS_2823	elevate	v. 升高，抬起，提高	vt. 举起, 提拔, 鼓舞	'eliveit
IELTS_241	embargo	n&v. 禁止贸易	n. 封港令, 禁运 / vt. 禁止出入港口, 禁运	im'bɑ:gәu
IELTS_243	embarrass	v. 使为难，使尴尬	vt. 使困窘, 使局促不安, 阻碍	im'bærәs
IELTS_3806	emboss	v. 使…凸出； 压花	vt. 浮雕, 加以浮饰, 装饰 / [化] 压印	im'bɒs
IELTS_4201	emeritus	adj. 保留头衔而退休的， 荣誉退休的	a. 名誉退休的, 退休后保留头衔的	i'meritәs
IELTS_251	eminent	adj. 著名的，卓越的	a. 显赫的, 杰出的, 有名的	'eminәnt
IELTS_4239	emission	n. 散发； 散发物	n. 发射, 射出, 发行 / [医] 发射, 遗精	i'miʃәn
IELTS_1112	enclose	v. 把围起来，把封入信封	vt. 围绕, 圈起, 放入封套, 附上	in'klәuz
IELTS_1119	endow	v. 捐款，资助	vt. 捐赠, 捐助, 赋予 / [法] 赠送财产给, 分给寡妇一份遗产, 授与	in'dau
IELTS_1126	engross	v. 占用；吸引	vt. 用大字体书写, 独占(市场), 使全神贯注 / [法] 正式誊写, 以大字写, 囤积	in'grәus
IELTS_5173	enhancer	n. 增强剂； 放大器	[化] 增强子	in'hɑ:nsә
IELTS_3994	enigma	n. 谜， 谜一样的人或事	n. 谜, 费解的事物	i'nigmә
IELTS_1926	enrich	v. 使丰富，加料于，增进	vt. 使富足, 使肥沃	in'ritʃ
IELTS_1927	enroll	v. 招收，入伍，入学	vt. 登记, 使加入 / vi. 参军, 注册	in'rәul
IELTS_1931	entail	v. 使必需	vt. 使成为必需, 需要, 使承担, 遗传给 / n. 限定继承	in'teil
IELTS_1932	entangle	v. 缠住，套住	vt. 使纠缠, 卷入, 使混乱	in'tæŋgl
IELTS_1935	enthusiasm	n. 娱乐，招待，表演	n. 巨大的热情, 热心	in'θju:ziæzәm
IELTS_2825	epidemic	adj. (疾病)流行性的，传染的	n. 传染病, 流行病 / a. 流行的, 传染性的	.epi'demik
IELTS_2826	episode	n. 一系列事件中的一个事件	n. 插曲, 插话, 有趣的事件, 一段情节 / [医] 插话, 插曲, 发作	'episәud
IELTS_4844	episodic	adj. 偶然发生的， 不定期的； 由许多片段组成的， 松散的	a. 插曲似的	.epi'sɒdik
IELTS_2835	equivocal	adj. 暧昧的，可疑的	a. 意义不明确的, 模棱两可的 / [医] 双关的, 两可的	i'kwivәkl
IELTS_2844	escalate	v. 升级，逐渐发展	vi. 逐步扩大, 逐步升高, 逐步增强 / vt. 使逐步上升	'eskәleit
IELTS_264	eternal	adj. 永久的，不朽的，不停的	a. 永恒的, 永远的, 不灭的	i'tә:nl
IELTS_3823	ethereal	adj. 太空的； 轻巧的	a. 轻的, 飘渺的, 天上的 / [医] 醚制的, 挥发性的	i'θiriәl
IELTS_268	evade	v. 回避, 躲避"	v. (巧妙地)逃脱, 规避, 逃避	i'veid
IELTS_269	evaluate	v. 估的价，定的值	vt. 评估, 评价, 赋值	i'væljueit
IELTS_1130	exceed	v. 比大，超出	vt. 超过, 超越, 胜过 / vi. 超过其他	ik'si:d
IELTS_1137	exclaim	v. 呼叫，惊叫	v. 大叫, 呼喊, 大声叫	iks'kleim
IELTS_1139	exclusive	adj. 孤傲的；不愿吸收新会员的；索价高昂的	a. 排外的, 独占的, 唯一的 / [计] 独占的	ik'sklu:siv
IELTS_1151	exhort	v. 劝告	v. 劝诫, 忠告	ig'zɒ:t
IELTS_1948	exotic	adj. 外国种的；奇异的	a. 异国的, 外来的 / n. 外来人, 外来物, 舶来品	ig'zɒtik
IELTS_4220	expansion	n. 扩大， 扩张	n. 扩充, 开展, 膨胀 / [计] 扩展	ik'spænʃәn
IELTS_1953	expend	v. 消费，用尽	vt. 花费, 消耗, 用光	ik'spend
IELTS_1956	expire	v. 满期，到期	vi. 期满, 呼气, 断气 / vt. 呼出	ik'spaiә
IELTS_1960	explore	v. 勘察，考查；探索	v. 探险, 探测, 探究	ik'splɒ:
IELTS_4681	explorer	n. 勘探者， 探险者	n. 探险家, 探测者, 勘探器 / [医] 探察器	ik'splɒ:rә
IELTS_1966	exquisite	adj. 优美的，精巧的	a. 精致的, 细腻的, 敏锐的	'ekskwizit
IELTS_2848	exterminate	v. 灭绝，根除	vt. 扑灭, 消灭, 根绝	ik'stә:mineit
IELTS_2857	exuberant	adj. 茂盛的，精力充沛的	a. 繁茂的, 丰富的, 生气勃勃的 / [医] 生成过多的, 高度增生的	ig'zju:bәrәnt
IELTS_4678	fabrication	n. 捏造， 伪造； 制作； 构成	n. 制造, 建造, 虚构的谎言 / [医] 虚谈症	.fæbri'keiʃәn
IELTS_5147	facial	adj. 面部的； 面部用的	n. 美颜, 脸部按摩 / a. 脸的, 表面的, 脸部用的	'feiʃәl
IELTS_3547	fact sheet	n. 情况简报，资料摘要	n. 情况说明书	fækt ʃi:t
IELTS_292	fallible	adj. 易犯错误的，错误难免的	a. 易错的, 可能犯错的	'fælәbl
IELTS_3572	familiarise	v. 使熟悉， 使通晓； 使家喻户晓	vt.<主英>=familiarize	fә'miljәraiz
IELTS_1158	fantastic	adj. 奇异的；荒谬的，极好的	a. 奇妙的, 稀奇的, 空想的	fæn'tæstik
IELTS_1160	fare	n. 车(船)费	n. 费用, 旅客, 食物 / vi. 进展, 进步, 经营, 过活	fєә
IELTS_1162	fascinate	v. 使神魂颠倒，迷住	vt. 令人入神, 使着迷 / vi. 入迷	'fæsineit
IELTS_4211	fasten	v. 扎牢， 扣住	vt. 拴紧, 使固定, 系, 集中于, 强加于 / vi. 扣紧	'fɑ:sәn
IELTS_1167	fatuous	adj. 愚昧的；蠢的	a. 发呆的, 愚笨的	'fætjuәs
IELTS_5250	fauna	n. 所有动物	n. 动物群 / [医] 动物区系	'fɒ:nә
IELTS_1974	fee	n. 费，报名费，会费	n. 费用, 小费, 封地, 所有权 / vt. 付费给	fi:
IELTS_1980	fend	v. 抵挡	vt. 击退, 保护, 供养	fend
IELTS_1984	fervent	adj. 热烈的；热情的	a. 热的, 炎热的, 热心的	'fә:vәnt
IELTS_1987	fetch	v. (去)取，拿来；(货物)售的(价钱)	n. 取得, 拿, 诡计, 魂 / vt. 接来, 取来, 售得, 带来, 推出, 引出, 杀死, 吸引, 到达 / vi. 取物, 前进 / [计] 取	fetʃ
IELTS_4385	fieldwork	n. 实地调查， 野外考察	n. 野战工事, 野外工作 / [经] 农田工作	'fi:ldwә:k
IELTS_2878	fixture	n. 附属装置；运动项目	n. 固定(状态), 固定物, 设备 / [计] 夹具	'fikstʃә
IELTS_2882	flank	n&vi. 胁，侧翼，包抄的侧翼	n. 侧面, 侧腹, 胁, 腰窝肉 / vt. 攻击侧面, 守侧面 / vi. 侧面与...相接	flæŋk
IELTS_5240	flat	adj. 平的；固定的； n. 单元住宅	a. 平坦的, 单调的, 无力的, 浅的, 萧条的, 干脆的, 无聊的 / adv. 平直地, 断然地 / n. 扁平物, 平面, 平地, 平原, 平板车 / v. (使)变平	flæt
IELTS_296	flaunt	v. 夸耀，夸饰	n. 炫耀, 飘扬 / v. 炫耀, 飘扬	flaunt
IELTS_5125	flexitime	n. 弹性工作制	n. (=flextime)弹性上班制	'fleksitaim
IELTS_4372	flight	n. 航班	n. 飞行, 射程, 逃走, 飞跃, 飞机航程, 班机, 迁徙, 飞逝 / vi. 迁徙 / vt. 射击(飞禽), 为(箭)装上羽毛, 使惊飞	flait
IELTS_305	fling	v&n. 掷，抛；猛烈地移动；投入	n. 投掷, 急冲, 嘲弄 / vt. 投, 丢下, 抛弃, 使陷入, 挥动, 嘲笑, 扫视 / vi. 猛冲	fliŋ
IELTS_1174	flux	n. 流动；流	n. 流出, 涨潮, 变迁 / vi. 熔化, 流出 / vt. 使熔融 / [计] 助焊剂	flʌks
IELTS_1175	flyover	n. 公路上的陆桥	n. 立交桥, 天桥, 立交马路	'flaiәjvә(r)
IELTS_1178	foil	n. 金属薄片；陪衬物；钝头剑	n. 箔, 烘托, 衬托 / vt. 贴箔于, 衬托, 阻止, 挡开, 挫败	fɒil
IELTS_5019	foreland	n. 前沿地； 岬角	n. 沿海地区, 海角, 海岸地	'fɒ:lәnd
IELTS_3957	forth	adv. 离去， 外出； 向前； 向某处	adv. 往前, 以后, 向外	fɒ:θ
IELTS_1192	forthcoming	adj. 即将出现的；现有的	a. 即将来临的 / n. 来临	'fɒ:θ'kʌmɑŋ
IELTS_1988	fortify	v. 设防于；增强	vt. 设要塞于, 加强, 使坚强, 增加 / vi. 筑防御工事	'fɒ:tifai
IELTS_1996	fracture	n. 碎片，片断；分数	n. 破碎, 骨折 / v. (使)破碎, (使)破裂	'fræktʃә
IELTS_2002	frantic	adj. 激动得发狂似的；狂暴的	a. 狂乱的, 疯狂的	'fræntik
IELTS_2005	freak	n. 怪诞的思想、行动或事件；畸形的	n. 畸形人, 畸形物, 不正常的事物, 反复无常 / a. 奇异的, 反常的	fri:k
IELTS_2006	freight	n. 运货，货物； v. 运输	n. 船货, 运费, 货运 / vt. 装货, 使充满, 以货运运送, 租(或出租)(船等)	'freit
IELTS_2888	frugal	adj. 俭朴的，花钱少的	a. 节俭的, 朴素的	'fru:gәl
IELTS_4298	fruitful	adj. 多产的， 富饶的； 富有成效的	a. 结果实的, 多实的, 产量多的	'fru:tful
IELTS_4284	frustrating	adj. 令人泄气的， 使人沮丧的	a. 令人沮丧的	frʌ'streitiŋ
IELTS_4245	frustration	n. 沮丧， 不满	n. 挫折, 顿挫 / [医] 挫折	frʌs'treiʃәn
IELTS_2891	fry	v. 油煎，油炒	n. 油炸食物, 鱼苗 / v. 油炸, 煎	frai
IELTS_4811	fumes	n. 烟， 气， 汽	n. 烟, 汽, 气 / [机] 烟	
IELTS_2906	gaily	adv. 快乐地，娱乐地	adv. 华丽地, 欢乐地	'geili
IELTS_319	gang	n. 一组，一队，(罪犯等)一帮，一群	n. 队, 群, 帮 / vi. 成群结队, 结成一伙 / vt. 使成群结队	gæŋ
IELTS_326	gaudy	adj. 绚丽的	a. 俗丽的, 华而不实的 / n. 盛大宴会	'gɒ:di
IELTS_327	gauge	"n. 标准尺寸,(铁道)轨矩;雨量器；(电线)直径 "	n. 标准度量, 计量器 / vt. 精确计量, 估计 / [计] 线规	geidʒ
IELTS_1196	germ	n. 幼芽；起源；微生物	n. 细菌, 种子, 生殖细胞, 根源 / [医] 芽胞, 胚, 胚芽, 病菌	dʒә:m
IELTS_3996	gill	n. 鳃	n. 鳃, 菌褶, 沟壑, 少女 / vt. 用刺网捕, 去除内脏 / vi. 被刺网捕住	gil
IELTS_2014	gist	n. 要领	n. 要点, 要旨, 依据 / [法] 依据, 要旨, 要点	dʒist
IELTS_2019	gland	n. 腺	n. 腺, 密封套 / [化] 衬片; 密封垫	glænd
IELTS_2913	glitter	vi&n. 闪闪发光，闪光	n. 灿烂, 闪烁, 辉耀 / vi. 灿烂, 闪烁, 辉耀	'glitә
IELTS_2918	glossary	n. 词汇表；术语汇编	n. 专业词典, 术语集, 词表 / [计] 图文集	'glɒsәri
IELTS_2920	glue	n. 胶水，胶； v. 粘贴，紧贴	n. 胶, 粘性物 / vt. 粘合, 胶合	glu:
IELTS_1201	gown	n. 长袍；长外衣	n. 睡衣, 法衣, 大学全体师生 / vt. 使穿睡衣	gaun
IELTS_1215	grave	adj. 严重的； n. 墓	n. 墓穴, 坟墓, 终结, 死亡 / a. 庄重的, 严肃的, 重大的, 低沉的 / vt. 雕刻	greiv
IELTS_1217	gravity	n. 地球引力；重量；严重性	n. 地心引力, 重力 / [化] 重力	'græviti
IELTS_4689	greasy	adj. 多脂的； 油滑的	a. 油腻的, 含脂肪多的	'gri:zi
IELTS_2022	grid	n. 高压输电线路网；地图坐标方格；格栅	n. 格子, 栅格 / [计] 网格	grid
IELTS_2026	grim	adj. 严格的，严厉的	a. 冷酷的, 坚强的, 残忍的, 可怕的, 讨厌的	grim
IELTS_2031	groa	n v&n. 呻吟，呻吟着表示;承受重压发出的声音	[网络] 女巫医格萝雅；一种癌蛋白；格萝亚	
IELTS_2033	gross	adj. 粗俗的；过胖的；总的；毛的； v. 计得	n. 总数, 总量 / a. 总共的, 未打折扣的, 恶劣的, 粗野的 / vt. 总共收入	grәus
IELTS_2039	guideline	n. (常作pl)	n. 指导路线, 方针, 指标 / [经] 指导路线, 方针, 准则	'gaidlain
IELTS_5044	guinea	n. 几尼	n. 几内亚	'gini
IELTS_2042	gust	n. 阵风，(感情的)迸发	n. 突然一阵, 趣味, 爱好	gʌst
IELTS_3886	handy	adj. 方便的； 手边的； 手巧的	a. 便利的, 敏捷的, 容易取得的 / [化] 便于使用的; 易操作的	'hændi
IELTS_343	haphazard	a&ad. 杂乱的(地)，任意的(地)	n. 偶然性, 偶然事件 / a. 无计划的, 偶然的, 随便的 / adv. 偶然地	hæp'hæzәd
IELTS_353	haste	n. 急速，仓促	n. 匆忙, 急忙	heist
IELTS_354	hasty	adj. 急速的；匆促的	a. 匆匆的, 轻率的, 性怠的	'heisti
IELTS_359	havoc	n. 大灾难，浩劫	n. 大破坏, 蹂躏 / vt. 严重破坏	'hævәk
IELTS_4381	headline	n. 大字标题；	n. 大标题, 新闻摘要 / vt. 为...做标题, 写标题	'hedlain
IELTS_4335	healing	adj. 有治疗作用的； n. 康复，复原	a. 治愈的, 恢复健康的 / [计] 修复, 恢复	'hi:liŋ
IELTS_1222	hearing	n. 听力，听力所及距离，被听到机会；审讯	n. 听, 听觉, 听讯 / [医] 听, 听觉	'hiәriŋ
IELTS_1225	hectic	adj. 闹哄哄的，兴奋的	a. 脸上发红, 发热的, 潮热的, 肺病的 / n. 脸红, 潮热病人	'hektik
IELTS_1229	helicopter	n. 直升飞机	n. 直升机 / vt. 由直升机运送 / vi. 乘直升机	'helikɒptә
IELTS_3647	herbal	adj. 草本植物的；药草的； n. 草本植物志； 药草书	a. 草药的 / [医] 本草书	'hә:bәl
IELTS_3517	herbivore	n. 食草动物	n. 草食动物	'hә:bivɒ:
IELTS_2049	hilarious	adj. 狂欢的，热闹的	a. 喜不自禁的, 欢闹的, 引人发笑的	hi'lєәriәs
IELTS_2054	historic	adj. 有历史意义的	a. 历史上著名的, 有历史性的	hi'stɒrik
IELTS_2056	hitchhike	v. 免费搭乘他人便车	vi. 搭便车 / vt. 要求(搭便车)	'hitʃhaik
IELTS_4660	holistically	adv. 整体地， 全盘地	adv. holistic（整体的, 全盘的）的副词形式	-kli
IELTS_2931	holocaust	n. 大破坏	n. 大屠杀, 大火灾, 毁灭, 大规模烧杀	'hɔlәkɔ:st
IELTS_3980	homesick	adj. 想家的， 思乡的	a. 思家的, 思乡病的	'hәumsik
IELTS_2933	homogeneous	adj. 同类的，同族的	a. 同种的, 同质的, 齐性的 / [医] 同种的, 纯一的, 同质的, 均匀的	.hәumә'dʒi:niәs
IELTS_2934	hop	v&n. 单足跳，弹跳	n. 单脚跳, 跳跃, 舞会, 飞行 / vi. 单脚跳, 跳跃 / vt. 跃过, 跳上, 加蛇麻子于, 服麻醉药 / [计] 跳跃式传输	hɒp
IELTS_5077	however	conj. 不管用什么方法，	adv. 然而, 无论如何, 究竟怎样 / conj. 然而, 可是	hau'evә
IELTS_2945	howl	n&v. 嚎叫，怒吼	n. 嗥叫, 吠声, 号叫 / vi. 狂吠, 咆哮, 呼啸 / vt. 对...吼叫, 狂喊着说	haul
IELTS_376	hypothesis	n. (逻辑)前提，假说	n. 假设 / [化] 假设	hai'pɒθәsis
IELTS_1242	illustrate	v. 举例或以图表说明，配以插图	vt. 举例说明, 作图解, 阐明 / vi. 举例说明	'ilәstreit
IELTS_4795	imagination	n. 想象； 想象出来的事物	n. 想像, 听觉, 想像力 / [医] 想像	i.mædʒi'neiʃәn
IELTS_1243	imaginative	adj. 想象的，有想象力的	a. 想像的, 虚构的	i'mædʒinәtiv
IELTS_4046	imagine	v. 想象； 猜想	vt. 想像, 设想, 猜测 / vi. 想像起来	i'mædʒin
IELTS_1249	imminent	adj. 迫近的，紧迫的	a. 即将来临的, 逼近的	'iminәnt
IELTS_1256	imperial	adj. 帝国的，皇帝的	a. 帝王的, 宗主国的, 至尊的, 壮丽的 / n. 特等品	im'piәriәl
IELTS_3807	imperil	v. 使陷于危险， 危及	vt. 使处于危险, 危害	im'peril
IELTS_2063	imposing	adj. 壮观的，气势雄伟的	a. 令人难忘的, 壮丽的, 威风的	im'pәuziŋ
IELTS_3502	impoverish	v. 使贫困； 使枯竭， 使贫瘠	vt. 使贫穷, 耗尽...的力气	im'pɒvәriʃ
IELTS_2065	impromptu	a&ad. 无准备的(地)；即兴的(地)	n. 即席演出, 即兴曲 / a. 即席的 / adv. 即席	im'prɒmptju:
IELTS_1170	in	prep. favour； of赞成，以. 为收款人	prep. 在...期间, 在...之内, 处于...之中, 从事于, 按照, 穿着 / adv. 进入, 朝里, 在里面, 在屋里 / a. 在里面的, 在朝的 / n. 执政者, 交情	in
IELTS_2073	incipient	adj. 开始的；早期的	a. 起初的, 发端的, 初期的 / [医] 初发的, 初期的	in'sipiәnt
IELTS_2078	incongruous	adj. 不适宜的	a. 不协调的, 不一致的, 不合适的	in'kɒŋgruәs
IELTS_2946	indelible	adj. 去不掉的，擦不掉的	a. 难以消除的, 不能拭除的, 难忘的	in'delibl
IELTS_2949	indicator	n. 指示者，指示物	n. 指示器, 指示剂, 指标 / [计] 指示器	'indikeitә
IELTS_2953	indispensable	adj. 必不可少的，必需的	n. 不可缺少之物 / a. 不可缺少的, 责无旁贷的, 绝对必要的	.indis'pensәbl
IELTS_2955	induce	v. 导致；引起	vt. 引诱, 招致, 归纳出, 感应 / [医] 诱导, 感应	in'dju:s
IELTS_2956	indulge	v. 放纵，沉迷于	vt. 纵情于, 使高兴, 放任, 迁就 / vi. 沉溺	in'dʌldʒ
IELTS_4316	inescapable	adj. 不可逃避的； 难免的	a. 逃不掉的, 不可避免的	.ini'skeipәbl
IELTS_2966	infest	v. 大批出动，成群出现(鼠类及害虫)	vt. 骚扰, 寄生于, 大批出没 / [医] 传染, 感染	in'fest
IELTS_387	inflict	v. 使遭受，强加	vt. 施以, 加害, 使承受 / [法] 处, 加, 予以	in'flikt
IELTS_3669	influential	adj. 有影响力的； 有权势的	a. 有影响的, 有势力的	.infu'enʃәl
IELTS_5261	informant	n. 提供消息或情报的人， 线人； 提供资料的人	n. 提供消息者, 密告者, 被调查者 / [经] 填报人, 被征询人	in'fɒ:mәnt
IELTS_392	ingredient	n. (混合物的)组成部分，配料	n. 成分, 因素 / [化] 配合剂; 拼料; 成分; 组分	in'gri:diәnt
IELTS_399	initiate	v. 创始，着手，介绍某人为(会员等)	n. 入会, 开始 / a. 新加入的 / vt. 开始, 传授基本知识给	i'niʃieit
IELTS_400	initiative	n. 发端，创始，主动性	n. 主动行动, 首创精神, 主动权 / a. 自发的, 起始的	i'niʃiәtiv
IELTS_1261	insolent	adj. 蛮横的，粗鲁的	n. 侮慢无礼的人 / a. 粗野的, 无礼的, 侮慢的	'insәlәnt
IELTS_1262	insolvent	adj. 无偿债能力的	a. 无力偿还的, 破产的 / n. 无力偿还者, 破产者	in'sɒlvәnt
IELTS_1265	inspire	v. 激励，鼓励，灌注以创造力	vt. 使感动, 激发, 启示, 吸入, 鼓舞, 产生, 使生灵感 / vi. 吸入, 赋予灵感	in'spaiә
IELTS_1266	inspiring	adj. 令人振奋的	a. 鼓舞人心的	in'spaiәriŋ
IELTS_1268	instalment	n. 分期连载，分期支付的款子	n. 就职, 装设, 分期付款	in'stɒ:lmәnt
IELTS_1272	instrumental	adj. 起作用的，有助于，乐器的	a. 仪器的, 器具的, 可作为手段的 / [医] 器械的	.instru'mentәl
IELTS_1279	integrate	v. 使一体化，取消种族隔离	vt. 综合, 使完整, 使成整体 / vi. 成一体 / a. 完整的, 完全的	'intigreit
IELTS_2089	interact	v. 干预，干涉，触犯，妨碍	vi. 互相影响, 交互作用 / n. 幕间剧, 幕间休息	.intәr'ækt
IELTS_5055	interdependent	adj. 互相依赖的， 互助的	a. 相互依赖的, 相互依存的	.intәdi'pendәnt
IELTS_5273	interplay	vi&n. 相互作用， 相互影响	n. 互相作用, 互相影响 / vi. 互相作用	'intәplei
IELTS_4118	interrelationship	n. 相互关联， 相互影响	n. 相互关系	
IELTS_2096	intersection	n. 交**点，十字街口	n. 交集, 十字路口, 交叉点 / [计] 逻辑乘; 与	.intә'sekʃәn
IELTS_3851	invader	n. 入侵者	n. 侵略者 / [化] 侵入物	in'veidә
IELTS_2971	invariably	adv. 不变地，永恒地	adv. 不变化地, 恒定地, 始终如一地	in'vєәriәbli
IELTS_4867	invasion	n. 入侵， 侵略	n. 侵犯, 侵入, 侵害 / [医] 侵袭, 侵入, 发病	in'veiʒәn
IELTS_4999	invasive	adj. 侵略的， 入侵的； 侵袭的， 扩散的； 切入的， 开刀的	a. 侵入的, 侵略性的, 攻击性的	in'veisiv
IELTS_5123	irrevocable	adj. 无法取消的， 不能改变的	a. 不能挽回的, 不能取消的, 不能变更的 / [经] 不能撤销的, 不能恢复的	i'revәkәbl
IELTS_2991	jagged	adj. 边缘不整齐的，参差不齐的	a. 锯齿状的 / [电] 锯齿形的	'dʒægd
IELTS_409	jam	v. 压紧，夹住，发生故障，塞进； n. 阻塞物	n. 果酱, 拥塞之物, 堵塞, 困境 / vt. 挤进, 使塞满, 混杂, 压碎, 使堵塞 / vi. 堵塞, 轧住, 拥挤	dʒæm
IELTS_410	janitor	n. 看门人，管门人	n. 守卫, 门警, 管理人 / [医] 幽门	'dʒænitә
IELTS_4948	jaw	n. 颌	n. 颚, 颌 / v. 闲谈, 教训, 唠叨	dʒɒ:
IELTS_411	jealous	adj. 妒忌的；妒羡的	a. 嫉妒的, 羡慕的, 留心的, 戒备的	'dʒelәs
IELTS_414	jerk	n&v. 急动，急停	n. 性情古怪的人, 急拉, 肌肉抽搐, 牛肉干 / vi. 痉挛, 急拉, 急推 / vt. 猛拉	dʒә:k
IELTS_4898	judicious	adj. 明智的； 有见识的	a. 头脑精明的, 贤明的, 判断正确的	dʒu:'diʃәs
IELTS_421	junction	n. 交**点，接合点	n. 连接, 会合处, 交叉点 / [医] 接[合]处, 接点.[接]界	'dʒʌŋkʃәn
IELTS_423	junior	n. 较年幼者； adj. 较年幼的，等级较低的	n. 年少者, 地位较低者, 大学三年级学生 / a. 年少的, 下级的, 后进的	'dʒu:njә
IELTS_424	junk	n. 旧货，假货； v. 把(当废物)丢弃	n. 垃圾, 乌七八糟的东西, 舢板 / [计] 清除	dʒʌŋk
IELTS_427	justification	n. 理由	n. 辩护, 证明正当, 释罪 / [计] 调整	.dʒʌstifi'keiʃәn
IELTS_1284	kidney	n. 肾，腰子	n. 肾, 个性 / [医] 肾	'kidni
IELTS_4096	kindergarten	n. 幼儿园	n. 幼稚园	'kindә.gɑ:tn
IELTS_5131	kneel	v. 跪	vi. 跪下	ni:l
IELTS_2108	laborious	adj. 吃力的，努力的，不流畅	a. 艰苦的, 费劲的, 勤劳的	lә'bɒ:riәs
IELTS_2113	lame	adj. 跛的；瘸的，不能说服人的； v. 使跛	a. 跛足的, 僵痛的, 不完全的, 金属薄板, 不知内情的人 / vi. 变跛 / vt. 使成残废, 使无用	leim
IELTS_4648	landmark	n. 路标， 地标； 里程碑	n. 陆标, 划时代的事, 地界标 / [医] 界标	'lændmɑ:k
IELTS_2116	lane	n. 小径，行车道，巷	n. 小路, 巷, 弄, 单行道	lein
IELTS_2117	languid	adj. 没精打采的，倦怠的	a. 疲倦的, 无力的, 阴沉的	'læŋgwid
IELTS_2121	latent	adj. 潜在的；潜伏的	a. 潜伏性的, 隐藏的 / n. 隐约指纹	'leitnt
IELTS_4862	laterality	n. 对一侧面的偏重， 偏向一侧状态	[医] 偏利	lætә'ræliti
IELTS_2124	laudable	adj. 值得称赞的	a. 值得赞赏的, 值得佩服的 / [医] 健康的	'lɒ:dәbl
IELTS_2127	lavish	adj. 慷慨的，过度的，大量的	a. 大方的, 丰富的, 浪费的 / vt. 浪费, 滥用, 慷慨给予	'læviʃ
IELTS_2993	layer	n. 层	n. 层, 产卵鸡, 放置者 / vt. 分层堆积, 压植 / [计] 层	'leiә
IELTS_2996	layout	n. 布置，设计	n. 布局, 陈列, 规划图, 页面布局, 版面编排 / [计] 页面布局, 版面	'leiaut
IELTS_2999	leap	v. 扑向，欣然接受； n. 跳，跃	n. 跳跃, 剧增, 急变, 被越过之物 / vi. 跳跃, 突然经过 / vt. 跃过, 使跃过	li:p
IELTS_436	lethal	adj. 致死的；致死的	a. 致命的 / n. 致死因子	'li:θәl
IELTS_4775	lexicographer	n. 词典编纂者	n. 辞典编纂者	.leksi'kɒgrәfә
IELTS_1291	limb	n. 肢；翼；翅膀；大树枝	n. 四肢, 枝干, 翼, 边缘 / vt. 切断...之手足	lim
IELTS_1299	liquor	n. 酒；酒类	n. 酒, 液体, 汁, 溶液 / vt. 浸水 / vi. 喝酒	'likә
IELTS_1304	live	v. 活，生活； adj. 有生命的，实况的	a. 活的, 生动的, 精力充沛的, 实况转播的 / vi. 活, 生存, 居住 / vt. 过着, 度过, 经历 / adv. 实况地	liv.laiv
IELTS_2131	loaf	n. 一块面包，块，团； v. 消磨时间	n. 一条面包, 块, 游荡 / v. 游手好闲, 虚度光阴	lәuf
IELTS_2133	loath	adj. 不愿意的	a. 不情愿的, 厌恶的	lәuθ
IELTS_2145	lock	v&n. 看，显得，似乎，注意	n. 锁, 刹车, 水闸, 一缕头发 / vt. 锁, 锁上, 拘禁, 隐藏, (用锁等)拴住, 刹住 / vi. 锁住, (齿轮等)啮合, (船)过闸	lɒk
IELTS_2136	locker	n. (公共场所存衣帽的)小橱柜	n. 抽屉, 小柜, 上锁人 / [机] 锁柜	'lɒkә
IELTS_3005	loom	v. 隐隐呈现，赫然耸现； n. 织机，织造(术)	n. 织布机, 若隐若现的景象 / vi. 朦胧地出现, 隐约可见, 可怕地出现	lu:m
IELTS_3006	loop	n. 环状物，绳圈，环； v. 绕成圈	n. 环, 圈, 弯曲部分, 循环 / vt. 使成环, 以圈结, 以环连结 / vi. 打环, 翻筋斗 / [计] 循环	lu:p
IELTS_3012	lucrative	adj. 有利的，赚钱的	a. 有利益的, 获利的, 合算的	'lu:krәtiv
IELTS_456	magnate	n. 达官，显贵	n. 大官, 巨头 / [法] 大官, 权贵, 大资本家	'mægneit
IELTS_466	maize	n. 玉米	n. 玉蜀黍, 黄色 / a. 玉蜀黍色的, 黄色的	meiz
IELTS_1305	make	v. 做	vt. 制造, 安排, 创造, 构成, 使得, 产生, 造成, 整理, 布置, 引起, 到达, 进行 / vi. 开始, 前进, 增大, 被制造, 被处理 / n. 制造, 构造, 性情	meik
IELTS_1306	making	n. 制成	n. 制造, (手工)制造业, 制作, 形成, 发展, 要素, 内在因素, 赚头, 制造物	'meikiŋ
